Name,Category,Info
"peach",eyecolor,
"gold",eyecolor,
"dark brown",eyecolor,
"jade",eyecolor,
"teal",eyecolor,
"ice blue",eyecolor,
"light blue",eyecolor,
"blue",eyecolor,
"grey-blue",eyecolor,
"amber",eyecolor,
"Xanadu: A magical kingdom ruled by a wise and benevolent queen",fantasy-setting,
"neverland: A lost island where children can stay forever young",fantasy-setting,
"Shambhala: A hidden paradise where enlightened beings live in perfect harmony",fantasy-setting,
"Atlantis: A lost city of great wisdom and power, now drowned beneath the sea",fantasy-setting,
"Fairyland: A place where fairies and other magical creatures live",fantasy-setting,
"Oz: A land of enchantment, where anything is possible",fantasy-setting,
"Mordor: A dark and evil land ruled by the dark lord Sauron",fantasy-setting,
"Narnia: A land of talking animals and magical creatures, ruled by Aslan the lion",fantasy-setting,
"Middle Earth: A vast and ancient world, home to Elves, Dwarves, Hobbits, and Wizards",fantasy-setting,
"Wonderland: A wild and fantastical place, ruled by the Queen of Hearts",fantasy-setting,
"A magical kingdom where everything is perfect and everyone is happy",fantasy-setting,
"A dark, foreboding castle where a wicked queen reigns",fantasy-setting,
"A fairytale land where magical creatures live and thrive",fantasy-setting,
"A tropical paradise where the sun shines brightly every day",fantasy-setting,
"An enchanted forest where magical creatures and plants abound",fantasy-setting,
"The Vale of Shadows: A dark and foreboding valley where no sunlight ever penetrates",fantasy-setting,
"The Forest of Mirrors: A place where reality is distorted and nothing is as it seems",fantasy-setting,
"The Crystal Cave: A fantastical place where gemstones and crystals grow in abundance",fantasy-setting,
"The Dragon's Lair: A deadly place where fearsome dragons dwell",fantasy-setting,
"The Tower of Oblivion: A stronghold where forgotten secrets and dark magic are hidden",fantasy-setting,
"The Island of Dreams: A place where all your deepest desires come true",fantasy-setting,
"The City of Glas",fantasy-setting,
"The Enchanted Forest",fantasy-setting,
"The Kingdom of the Unicorn",fantasy-setting,
"The Isle of the Dragon",fantasy-setting,
"The Valley of the Lost",fantasy-setting,
"The City of Mirrors",fantasy-setting,
"The Palace of Dreams",fantasy-setting,
"The Tower of Destiny",fantasy-setting,
"The Castle of Shadows",fantasy-setting,
"The Mountain of Fire",fantasy-setting,
"The Shattering Isles",fantasy-setting,
"The Isle of Doom",fantasy-setting,
"The Shrine of the Lost",fantasy-setting,
"The Valley of the Damned",fantasy-setting,
"The Tower of Shadows",fantasy-setting,
"Elaborate",details,
"Ornate",details,
"Intricate",details,
"Detailed",details,
"Fine",details,
"Refined",details,
"Complicated",details,
"Convoluted",details,
"Extensive",details,
"Exhaustive",details,
"Far-reaching",details,
"Informative",details,
"In-depth",details,
"Thorough",details,
"Step-by-step",details,
"Exact",details,
"Precise",details,
"Exquisite",details,
"Lavish",details,
"Sumptuous",details,
"opulent",details,
"luxurious",details,
"Intricately designed",details,
"Grandiose",details,
"Stately",details,
"Splendid",details,
"Magnificent",details,
"Precious",details,
"Dazzling",details,
"Imperceptible detail",details,
"Sitting",portrait-type,
"Standing",portrait-type,
"Lying down",portrait-type,
"Leaning",portrait-type,
"Against a wall",portrait-type,
"Looking straight at the camera",portrait-type,
"Looking off to the side",portrait-type,
"Looking down",portrait-type,
"Close-up",portrait-type,
"Mid-range",portrait-type,
"Wide shot",portrait-type,
"Headshot",portrait-type,
"3/4 shot",portrait-type,
"Full body shot",portrait-type,
"Environmental portrait",portrait-type,
"Sitting down with legs crossed",portrait-type,
"Laying down on one's back",portrait-type,
"propped up on one elbow (resting)",portrait-type,
"propped up on one hand (sitting or standing)",portrait-type,
"leaning against a wall",portrait-type,
"leaning forward",portrait-type,
"arms crossed",portrait-type,
"head tilted to the side",portrait-type,
"looking over one shoulder",portrait-type,
"looking off into the distance",portrait-type,
"able-bodied seaman",occupation,
"Activist",occupation,
"Air Force Intelligence",occupation,
"Air Force Security Forces",occupation,
"Air Force Weather",occupation,
"Air Traffic Controllers",occupation,
"Aircraft Maintenance Technicians",occupation,
"Aircrew",occupation,
"Airman",occupation,
"Analyst",occupation,
"Anarchist",occupation,
"Artillery",occupation,
"Artilleryman",occupation,
"artist",occupation,
"athlete",occupation,
"barber",occupation,
"bicyclist",occupation,
"bus driver",occupation,
"businessmen",occupation,
"Calvary",occupation,
"carpenter",occupation,
"Cashier",occupation,
"cashier",occupation,
"Cavalryman",occupation,
"chef",occupation,
"client",occupation,
"colonel",occupation,
"commander",occupation,
"Communications Specialist",occupation,
"Communications",occupation,
"Communist",occupation,
"commuter",occupation,
"consumer",occupation,
"corporal",occupation,
"Customer Service Representative",occupation,
"Democrat",occupation,
"Department Manager",occupation,
"Diplomat",occupation,
"doctor",occupation,
"driver",occupation,
"electrician",occupation,
"employer",occupation,
"Engineer",occupation,
"firefighter",occupation,
"garbage collector",occupation,
"general",occupation,
"gunner's mate",occupation,
"housekeeper",occupation,
"Infantry",occupation,
"Infantryman",occupation,
"Intelligence Analyst",occupation,
"Intelligence",occupation,
"janitor",occupation,
"Judge",occupation,
"landscaper",occupation,
"Lawyer",occupation,
"lawyer",occupation,
"lawyers",occupation,
"leader",occupation,
"Liaison Officer",occupation,
"Libertarian",occupation,
"lieutenant",occupation,
"listener",occupation,
"Lobbyist",occupation,
"Logisticics",occupation,
"mail carrier",occupation,
"Maintenance",occupation,
"Marine",occupation,
"mechanic",occupation,
"Medic",occupation,
"Merchandiser",occupation,
"musician",occupation,
"nanny",occupation,
"navigator",occupation,
"officer",occupation,
"Ordnance",occupation,
"Pararescueman",occupation,
"passenger",occupation,
"patient",occupation,
"pedestrian",occupation,
"Pilot",occupation,
"politician",occupation,
"plumber",occupation,
"police officer",occupation,
"private",occupation,
"Progressive",occupation,
"Protester",occupation,
"Psychic",occupation,
"quartermaster",occupation,
"radarman",occupation,
"Recon",occupation,
"Reconnaissance Specialist",occupation,
"registered nurse",occupation,
"Republican",occupation,
"Retail Associate",occupation,
"Retail Clerk",occupation,
"Retail Sales Associate",occupation,
"Retail Stocker",occupation,
"Retail Supervisor",occupation,
"Sailor",occupation,
"seaman",occupation,
"sergeant",occupation,
"shopper",occupation,
"Sniper",occupation,
"Socialist",occupation,
"software engineer",occupation,
"Soldier",occupation,
"sonarman",occupation,
"speaker",occupation,
"specialist",occupation,
"SpecOps",occupation,
"Spy",occupation,
"Store Manager",occupation,
"storekeeper",occupation,
"strategist",occupation,
"student",occupation,
"Supply",occupation,
"tactician",occupation,
"Tank Crewman",occupation,
"Tanker",occupation,
"taxi driver",occupation,
"teacher",occupation,
"Terrorist",occupation,
"Traditionalist",occupation,
"trooper",occupation,
"Uber driver",occupation,
"waiter",occupation,
"waitress",occupation,
"web developer",occupation,
"Wingman",occupation,
"worker",occupation,
"writer",occupation,
"yeoman",occupation,
"Addison Rae",celeb,
"Adele",celeb,
"Adriana Lima",celeb,
"Adrianne Palicki",celeb,
"Adèle Exarchopoulos",celeb,
"Aimee Lou Wood",celeb,
"AJ Lee",celeb,
"Alanna Masterson",celeb,
"Alejandra Guilmant",celeb,
"Alessandra Ambrosio",celeb,
"Alex Morgan",celeb,
"Alexa Bliss",celeb,
"Alexandra Daddario",celeb,
"Alexis Ren",celeb,
"Alica Schmidt",celeb,
"Alice Eve",celeb,
"Alicia Vikander",celeb,
"Alison Brie",celeb,
"Allison Stokke",celeb,
"Allison Williams",celeb,
"Aly Michalka",celeb,
"Aly Raisman",celeb,
"Alycia Debnam-Carey",celeb,
"Alyson Hannigan",celeb,
"Alyssa Milano",celeb,
"Amanda Cerny",celeb,
"Amanda Seyfried",celeb,
"Amber Heard",celeb,
"Amy Adams",celeb,
"Amy Smart",celeb,
"Ana de Armas",celeb,
"Angela Kinsey",celeb,
"Angela Sarafyan",celeb,
"Angelina Jolie",celeb,
"Anitta",celeb,
"Anna Akana",celeb,
"Anna Faris",celeb,
"Anna Kendrick",celeb,
"Anna Kournikova",celeb,
"Anna Paquin",celeb,
"AnnaSophia Robb",celeb,
"Anne Hathaway",celeb,
"Anya Chalotra",celeb,
"Anya Taylor-Joy",celeb,
"April Bowlby",celeb,
"Ariana Grande",celeb,
"Ariel Winter",celeb,
"Ashley Benson",celeb,
"Ashley Graham",celeb,
"Ashley Greene",celeb,
"Ashley Park",celeb,
"Ashley Tisdale",celeb,
"Aubrey Plaza",celeb,
"Auli’i Cravalho",celeb,
"Avril Lavigne",celeb,
"Awkwafina",celeb,
"Bailee Madison",celeb,
"Bar Refaeli",celeb,
"Barbara Palvin",celeb,
"Bebe Rexha",celeb,
"Becky G",celeb,
"Becky Lynch",celeb,
"Bella Hadid",celeb,
"Bella Thorne",celeb,
"Beth Behrs",celeb,
"Betty Gilpin",celeb,
"Beyoncé",celeb,
"Billie Eilish",celeb,
"Blake Lively",celeb,
"Bonnie Wright",celeb,
"Brenda Song",celeb,
"Brianna Hildebrand",celeb,
"Brie Bella",celeb,
"Brie Larson",celeb,
"Brighton Sharbino",celeb,
"Britney Spears",celeb,
"Brittany Snow",celeb,
"Brooklyn Decker",celeb,
"Bryce Dallas Howard",celeb,
"Caity Lotz",celeb,
"Cameron Diaz",celeb,
"Camila Cabello",celeb,
"Camila Mendes",celeb,
"Camilla Luddington",celeb,
"Candice Swanepoel",celeb,
"Cara Delevingne",celeb,
"Cardi B",celeb,
"Carey Mulligan",celeb,
"Carice van Houten",celeb,
"Carla Gugino",celeb,
"Carly Rae Jepsen",celeb,
"Caroline Vreeland",celeb,
"Cate Blanchett",celeb,
"Caylee Cowan",celeb,
"Charisma Carpenter",celeb,
"Charli D’Amelio",celeb,
"Charli XCX",celeb,
"Charlize Theron",celeb,
"Charlotte Flair",celeb,
"Charlotte McKinney",celeb,
"Chelsea Handler",celeb,
"Chloe Bennet",celeb,
"Chloe Kim",celeb,
"Chloë Grace Moretz",celeb,
"Chloë Sevigny",celeb,
"Chrissy Teigen",celeb,
"Christen Harper",celeb,
"Christian Serratos",celeb,
"Christina Aguilera",celeb,
"Christina Hendricks",celeb,
"Christina Ricci",celeb,
"Cindy Crawford",celeb,
"CJ Perry",celeb,
"Cobie Smulders",celeb,
"Courteney Cox",celeb,
"Cristin Milioti",celeb,
"Daisy Edgar-Jones",celeb,
"Daisy Ridley",celeb,
"Dakota Fanning",celeb,
"Dakota Johnson",celeb,
"Danielle Panabaker",celeb,
"Debby Ryan",celeb,
"Deborah Ann Woll",celeb,
"Demi Lovato",celeb,
"Demi Moore",celeb,
"Demi Rose",celeb,
"Denise Richards",celeb,
"Diana Silvers",celeb,
"Diane Guerrero",celeb,
"Diane Kruger",celeb,
"Diora Baird",celeb,
"Disha Patani",celeb,
"Dixie D’Amelio",celeb,
"Doja Cat",celeb,
"Dominique McElligott",celeb,
"Dove Cameron",celeb,
"Drew Barrymore",celeb,
"Dua Lipa",celeb,
"Eiza González",celeb,
"Eleanor Tomlinson",celeb,
"Elisabeth Shue",celeb,
"Elisha Cuthbert",celeb,
"Eliza Dushku",celeb,
"Elizabeth Banks",celeb,
"Elizabeth Debicki",celeb,
"Elizabeth Gillies",celeb,
"Elizabeth Hurley",celeb,
"Elizabeth Olsen",celeb,
"Elizabeth Turner",celeb,
"Elle Fanning",celeb,
"Ellie Goulding",celeb,
"Ellie Kemper",celeb,
"Elsa Hosk",celeb,
"Elsa Pataky",celeb,
"Elsie Hewitt",celeb,
"Emilia Clarke",celeb,
"Emily Bett Rickards",celeb,
"Emily Blunt",celeb,
"Emily Kinney",celeb,
"Emily Osment",celeb,
"Emily Ratajkowski",celeb,
"Emily VanCamp",celeb,
"Emma Kenney",celeb,
"Emma Mackey",celeb,
"Emma Raducanu",celeb,
"Emma Roberts",celeb,
"Emma Stone",celeb,
"Emma Watson",celeb,
"Emmanuelle Chriqui",celeb,
"Emmy Rossum",celeb,
"Erin Moriarty",celeb,
"Eugenie Bouchard",celeb,
"Eva Amurri",celeb,
"Eva Green",celeb,
"Eva Longoria",celeb,
"Eva Mendes",celeb,
"Evan Rachel Wood",celeb,
"Evangeline Lilly",celeb,
"Felicity Jones",celeb,
"Florence Pugh",celeb,
"Freya Allan",celeb,
"Gal Gadot",celeb,
"Gemma Arterton",celeb,
"Giada De Laurentiis",celeb,
"Gigi Hadid",celeb,
"Gillian Anderson",celeb,
"Gillian Jacobs",celeb,
"Gina Carano",celeb,
"Gisele Bündchen",celeb,
"Gwen Stefani",celeb,
"Gwyneth Paltrow",celeb,
"Hailee Steinfeld",celeb,
"Hailey Bieber",celeb,
"Halle Berry",celeb,
"Halsey",celeb,
"Hannah Simone",celeb,
"Hayden Panettiere",celeb,
"Hayley Atwell",celeb,
"Heather Graham",celeb,
"Heidi Klum",celeb,
"Helen Mirren",celeb,
"Helene Fischer",celeb,
"Hilary Duff",celeb,
"Holly Willoughby",celeb,
"HoYeon Jung",celeb,
"Hunter King",celeb,
"Hunter Schafer",celeb,
"Iggy Azalea",celeb,
"Ilana Glazer",celeb,
"Iliza Shlesinger",celeb,
"Imogen Poots",celeb,
"Ireland Baldwin",celeb,
"Irina Shayk",celeb,
"Iris Apatow",celeb,
"Isabela Merced",celeb,
"Isidora Goreshter",celeb,
"Isla Fisher",celeb,
"Jackie Cruz",celeb,
"Jaime Pressly",celeb,
"Jaimie Alexander",celeb,
"Jamie Chung",celeb,
"Jamie Lee Curtis",celeb,
"Jane Levy",celeb,
"January Jones",celeb,
"Jenna Coleman",celeb,
"Jenna Dewan",celeb,
"Jenna Fischer",celeb,
"Jennette McCurdy",celeb,
"Jennifer Aniston",celeb,
"Jennifer Connelly",celeb,
"Jennifer Garner",celeb,
"Jennifer Holland",celeb,
"Jennifer Lawrence",celeb,
"Jennifer Lopez",celeb,
"Jennifer Love Hewitt",celeb,
"Jennifer Morrison",celeb,
"Jenny Slate",celeb,
"Jessica Alba",celeb,
"Jessica Biel",celeb,
"Jessica Chastain",celeb,
"Jessica Parker Kennedy",celeb,
"Jessica Paré",celeb,
"Jessica Simpson",celeb,
"Jewel Staite",celeb,
"Jodie Comer",celeb,
"Joey King",celeb,
"JoJo",celeb,
"Jordana Brewster",celeb,
"Jordyn Huitema",celeb,
"Jordyn Jones",celeb,
"Josephine Skriver",celeb,
"Judy Greer",celeb,
"Julia Fox",celeb,
"Julia Garner",celeb,
